                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     174                                      795                  1.2000000000000000E+000                  2.0000000000000000E-002                  5.3215694580121249E+007                  6.4053853417745428E+006                  6.1696021432683501E+003                  1.7201478616122021E+000                  1.1479467247718664E+000                 -1.8892242820777816E+000                  6.9644410743586804E-001                  2.4710276281722109E-005                  2.8296086650563507E-001                  2.2208680081907922E-005                  5.0090398566843995E-003                  9.3768209923181748E-003                  2.0850244238750362E-003                  1.2000000000000000E+000                  0.0000000000000000E+000                  8.3938438557984507E-001                  1.2071288110523659E-004                  3.3641117421890193E-001                  3.6337349072897321E-003                  1.7988786746106192E-003                  1.1256418234490631E-002                  2.5020293086500450E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1236965133021939E+004                  1.7173384245394271E+007                  6.9761444744366598E+009                  1.7062197517872397E+000                  1.7062197517872404E+000                  1.1948272881855844E-044                  4.2990299346242454E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.6793596032816342E+015                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-25.3.1"                                 "CRMATH"                               "20250429"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.2000000000000000E+000                  5.9921733293244218E-002                  3.7907637896213724E+000                 -6.9924009792252981E+000                  4.6024651763582698E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.4931164073158124E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.1999999999988000E+000                  5.9920142426662305E-002                  3.7919154838803233E+000                 -6.9845795260097132E+000                  4.6114431131847784E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.5202588144055026E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.1999999999973001E+000                  5.9918189312471747E-002                  3.7932306590209839E+000                 -6.9761378198168913E+000                  4.6212058170697468E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.5501076543648891E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.1999999999958000E+000                  5.9916273770238268E-002                  3.7952567954259626E+000                 -6.9639288403040167E+000                  4.6354505721068069E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.5943170156537317E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.1999999999927999E+000                  5.9912548813710477E-002                  3.7981145962699587E+000                 -6.9485070148361006E+000                  4.6537453116567740E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.6519672595415793E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.1999999999898001E+000                  5.9908953718774492E-002                  3.8011369008398059E+000                 -6.9339914515723882E+000                  4.6713010030508872E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.7081331401037735E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.1999999999868001E+000                  5.9905476713030210E-002                  3.8047349265126988E+000                 -6.9186752401688469E+000                  4.6902389420687838E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.7694691524087545E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.1999999999830500E+000                  5.9901280952250467E-002                  3.8090340665150308E+000                 -6.9028889709359182E+000                  4.7103564800083513E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.8349937113161959E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.1999999999793001E+000                  5.9897234850384500E-002                  3.8136553774133750E+000                 -6.8883222326206024E+000                  4.7295839381756526E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.8976071542406219E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.1999999999755502E+000                  5.9893322101173381E-002                  3.8186214155440448E+000                 -6.8749238823574332E+000                  4.7479967590564875E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9570833564612233E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.1999999999718003E+000                  5.9889528119557389E-002                  3.8266086994010338E+000                 -6.8567691973318583E+000                  4.7742310719895125E+000                  6.9999999750712172E-001                  2.8000000249287832E-001                  2.0000000000000018E-002                  2.0406590093954858E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.1999999999643003E+000                  5.9882250537008998E-002                  3.8359123902085650E+000                 -6.8414675503402833E+000                  4.7989721385549782E+000                  6.9999999750712172E-001                  2.8000000249287832E-001                  2.0000000000000018E-002                  2.1138667950372052E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.1999999999605502E+000                  5.9878737589314245E-002                  3.8409144293359994E+000                 -6.8346951421956605E+000                  4.8108338218981004E+000                  6.9999999750712172E-001                  2.8000000249287832E-001                  2.0000000000000018E-002                  2.1471011431026314E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
